'(ID)','Company Name','Type','Address','City','State','ZIP','Country','Phone','Website','Inception Date','Jurisdiction','SEC Number','Employees (from Statements->Employees," most recent)'	",'Contact Name 1',Contact Title 1',Contact Name 2',Contact Title 2',Contact Name 3',Contact Title 3'
801-60517,"  Green Square Capital, LLC     ",Funds Manager, 6075 Poplar Avenue, Memphis, Tennessee,38119, United States,  (901) 259-6300,http://www.greensquarecap.com,8/24/01,2/5/15,Delaware,801-60517,22,Darrell Horn,"Chief Executive Office, Senior Managing Director",Steven Sansom,"Chief Executive Officer, Senior Managing Director",James West,Chief Investment Officer
801-76146,"  Arbor Realty Collateral Management, LLC     ",Funds Manager, 333 Earle Ovington Boulevard, Uniondale, New York,11553, United States,  (800) 878-5160,http://www.arborrealtytrust.com,4/24/12,2/5/15,Delaware,801-76146,5,Paul Elenio,Chief Financial Officer,Ivan Kaufman,Chief Executive Officer,Leah Fisher,Chief Compliance Officer
801-77050,  Poet Advisors LLC     ,Funds Manager, 575 Eighth Avenue, New York, New York,10018, United States,  (212) 643-8812,#,8/23/12,2/5/15,New York,801-77050,1,ADAM BERKOWITZ,Managing Member/Chief Compliance Officer,Eric Berkowitz,Member,,
801-71791,  Harvest Fund Advisors LLC     ,Funds Manager, 100 West Lancaster Avenue, Wayne, Pennsylvania,19087, United States,  (610) 341-9700,http://www.harvestmlp.com,8/31/10,2/5/15,Delaware,801-71791,17,David Martinelli,Managing Partner,Eric Conklin,Portfolio Manager,Anthony Merhige,Chief Operating Officer &amp; General Counsel
801-80963,"  Belhealth Investment Partners, LLC     ",Funds Manager, 126 East 56th Street, New York, New York,10022, United States,  (347) 308-7011,http://belhealth.com,2/9/15,2/5/15,Delaware,801-80963,8,Harold Blue,Managing Member,Bert Brodsky,Managing Member,Joseph Wynne,Chief Financial Officer and Cco
801-15415,"  Northeast Management &amp; Research Co., Inc.     ",Funds Manager, 100 High Street, Boston, Massachusetts,  02110-2301 , United States,  (617) 523-3588,https://www.northeastinvest.com,8/14/80,2/5/15,Massachusetts,801-15415,7,William Oates,President; Shareholder; Director,Nancy Mulligan,"Vice President, Clerk, Director",John Francini,"Vice President, Treasurer, Director"
801-80669,  Blue Shores Capital Management LLC     ,Funds Manager, 5002 T-Rex Avenue, Boca Raton, Florida,33431, United States,  (561) 912-1040,#,1/2/15,2/5/15,Delaware,801-80669,5,Alan Bush,President,Kevin Bush,Chief Compliance Officer,,
801-79085,  Susa Fund Management LLP     ,Funds Manager, 19 Berkeley Street, London,  W1J 8ED ,, United Kingdom,4.40E+12,http://www.susafund.com,1/31/14,2/5/15,United Kingdom,801-79085,8,Amir-Reza Amiri,Chief Executive Officer: Limited Partner,Olivier Rio,Limited Partner,Idan Rubin,Limited Partner
801-80967,  Quinn Opportunity Partners LLC     ,Funds Manager,,,,,,,#,2/18/15,2/5/15,Delaware,801-80967,1,Patrick Quinn,Managing Member; Chief Compliance Officer,,,,
801-79091,  New Silk Road Investment PTE Ltd     ,Funds Manager," 50 Collyer Quay #08-01, Oue Bayfront", Singapore,49321,, Singapore,  (656) 593-6136,http://www.nsr.com.sg,2/12/14,2/5/15,Singapore,801-79091,15,Yik Luen Hoong,Director,Raymond Goh,Director,Adrian Ang,Chief Compliance Officer
801-79449,  Investors Diversified Realty Management I LLC     ,Funds Manager, 1111 Superior Ave, Cleveland, Ohio,44114, United States,  (216) 622-0004,http://www.idrfof.com/,4/3/14,2/5/15,Delaware,801-79449,6,GARY ZDOLSHEK,Chief Compliance Officer,,,,
801-73744,  Solomon Hess SBA Management LLC     ,Funds Manager, 431 Park Avenue, Falls Church, Virginia,22046, United States,  (703) 356-3333,https://www.solomonhess.com,3/19/12,2/5/15,Delaware,801-73744,5,William Einstein,Chief Compliance Officer,,,,
801-60620,  E Capital Management L.P.     ,Funds Manager, 375 Park Avenue Suite 2800, New York, New York,10152, United States,  (212) 891-8600,#,10/3/01,2/4/15,Delaware,801-60620,41,Sanford Ehrenkranz,Limited Partner,Amy Bermingham,Limited Partner,Andrew Sommers,Limited Partner
801-78313,  Cheyne Capital Management (UK) LLP     ,Funds Manager," Stornoway House, 13 Cleveland Row,", London,  SW1A 1DH ,, United Kingdom,4.40E+12,https://www.cheynecapital.com,7/19/13,2/4/15,United Kingdom,801-78313,147,Stuart Fiertz,"Limited Partner,  President &amp; Director of Research",Jeffrey Bronheim,"Limited Partner, Chief Legal Officer",Jonathan Lourie,"Limited Partner, Chief Executive Officer"
801-71583,"  Alex. Brown Realty, Inc.     ",Funds Manager, 300 East Lombard Street, Baltimore, Maryland,  21202-3219 , United States,  (410) 727-4083,http://www.abrealty.com,8/31/10,2/4/15,Maryland,801-71583,35,John Prugh,"Ceo, President, Director and Shareholder",Peter Bancroft,Shareholder (5% or More),Terry Hall,Shareholder (5% or More)
801-58207,  E&amp;E Advisors L.P.     ,Funds Manager, 375 Park Avenue Suite 2800, New York, New York,10152, United States,  (212) 891-8600,#,12/11/00,2/4/15,Delaware,801-58207,41,Sanford Ehrenkranz,Limited Partner,Amy Bermingham,Limited Partner,Andrew Sommers,Limited Partner
801-80621,  Systematica Investments Limited     ,Funds Manager, 47 Esplanade, St. Helier,  JE1 0BD ,, Jersey,4.40E+12,https://www.systematica.com,11/25/14,2/4/15,Jersey,801-80621,0,Benjamin Dixon,Chief Compliance Officer,Andrew Dodd,Board Member,Leda Braga,"Board Member, Chief Executive Officer"
801-48035,"  QS Batterymarch Financial Management, Inc.     ",Funds Manager, 880 Third Avenue, New York, New York,10022, United States,  (212) 886-9200,http://www.batterymarch.com,12/27/94,2/4/15,Maryland,801-48035,117,Joseph Larocque,Non-Employee Director,James Norman,President and Director,Janet Campagna,Chief Executive Officer and Director
801-67287,"  QS Legg Mason Global Asset Allocation, LLC     ",Funds Manager, 880 Third Avenue, New York, New York,10022, United States,  (212) 886-9200,http://www.lmgaa.com,11/17/06,2/4/15,Delaware,801-67287,117,John Kenney,Director,Joseph Larocque,Director,James Norman,Director and President
801-72343,  Omni Partners LLP     ,Funds Manager, 5th Floor, London,  W1F 9BS ,, United Kingdom,  020 3540 1600,http://www.omni.co.uk,6/3/11,2/4/15,United Kingdom,801-72343,34,Steven Clark,Founding Partner,James Weaver,Legal Counsel,Graham Rodford,Chief Compliance Officer
801-70974,"  QS Investors, LLC     ",Funds Manager, 880 Third Avenue, New York, New York,10022, United States,  (212) 886-9200,http://www.qsinvestors.com,1/21/10,2/4/15,Delaware,801-70974,88,James Norman,"Director, President",Janet Campagna,"Director, Chief Executive Officer",Thomas Rose,Chief Financial Officer
801-77064,"  Carrhae Capital, LLP     ",Funds Manager, 39 St James&#39;S Street, London,  SW1A 1JD ,, United Kingdom,  020 3205 4850,http://www.carrhaecap.com,9/28/12,2/4/15,United Kingdom,801-77064,13,Ali Akay,Chief Executive Officer/Chief Investment Officer/Partner,Adrian Headon,Chief Compliance Officer/Chief Operating Officer/Partner,,
801-71969,"  Maltese Capital Management, LLC     ",Funds Manager, 150 East 52nd Street, New York, New York,10022, United States,  (212) 486-7300,https://www.maltesecap.com,11/17/10,2/4/15,New York,801-71969,25,Terry Maltese,"President, Managing Member",Joseph Hall,"Senior Managing Director, Member",Jason Craig,"Chief Compliance Officer, Member"
801-80376,"  Torrayresolute, LLC     ",Funds Manager, 11300 Tomahawk Creek Parkway, Leawood, Kansas,66211, United States,  (913) 428-3700,http://www.torrayresolute.com,10/8/14,2/4/15,Delaware,801-80376,6,Anne Pleviak,Chief Compliance Officer,Nicholas Haffenreffer,President and Chief Investment Officer,Gary Henson,Managing Director
801-23561,"  Reynolds Capital Management, LLC     ",Funds Manager, 3565 South Las Vegas Blvd.  #403, Las Vegas, Nevada,89109, United States,  (415) 265-7167,http://reynoldsfunds.com,2/25/85,2/4/15,Nevada,801-23561,1,Frederick Reynolds,President,,,,
801-80231,"  ITB Capital Advisors, LLC     ",Funds Manager, 311 South Florida Avenue, Lakeland, Florida,33801, United States,  (863) 686-4163,http://www.itbcapitaladvisors.com,8/28/14,2/3/15,Florida,801-80231,7,GERALD BLACK,"Managing Member, Cco",JEFFREY DEAN,Managing Member,,
801-77694,"  A&amp;M Capital Advisors, LLC     ",Funds Manager, 289 Greenwich Ave, Greenwich, Connecticut,6830, United States,  (203) 742-5880,http://www.a-mcapital.com,3/15/13,2/3/15,Delaware,801-77694,11,Jack McCarthy,"Managing Director of A&amp;m Capital Advisors, Llc",Michael Odrich,"Managing Director of A&amp;m Capital Advisors, Llc",Kurt Kaull,"Managing Director of A&amp;m Capital Advisors, Llc"
801-47318,  AMI Asset Management Corp     ,Funds Manager," 10866 Wilshire Blvd., Ste 770", Los Angeles, California,90024, United States,  (424) 320-4000,http://www.amiassetmanagement.com,8/23/94,2/3/15,California,801-47318,11,William Tanner,Chairman,Matthew Humiston,"President, Coo",Christian Sessing,Senior Financial Analyst
801-79928,"  Mitchell Portfolio Management, L.P.     ",Funds Manager, 3187-D Airway Avenue, Costa Mesa, California,  92626-4603 , United States,  (714) 432-5300,#,6/19/14,2/3/15,California,801-79928,5,James Mitchell,General Partner,William Mitchell,General Partner,Andrew Mitchell,General Partner
801-9139,  Corbyn Investment Management Inc     ,Funds Manager, 2330 W Joppa Rd Ste 108, Lutherville, Maryland,21093, United States,  (410) 832-5500,http://www.corbyn.com,3/9/73,2/3/15,Maryland,801-9139,12,Charles Carlson,President,Michael Fusting,Sr. Vice President,Karla Moore,Chief Compliance Officer
801-78436,  RBC Global Asset Management (UK) Limited     ,Funds Manager," Riverbank House, 2 Swan Lane", London,  EC4R 3BF ,, United Kingdom,4.42E+11,#,9/10/13,2/3/15,United Kingdom,801-78436,45,Frank Lippa,Director,Graeme Hepworth,Chief Risk Officer,Daniel Shonfeld,Money Laundering Officer
801-72084,"  Blue Harbour Group, L.P.     ",Funds Manager, 646 Steamboat Road, Greenwich, Connecticut,6830, United States,  (203) 422-6540,http://www.blueharbourgroup.com,1/3/11,2/3/15,Delaware,801-72084,21,John Ernenwein,Chief Financial Officer,Clifton Robbins,Ceo/Managing Member,Jason Wathen,Chief Compliance Officer / Chief Administrative Officer
801-44730,  Dupont Capital Management Corp     ,Funds Manager, Delaware Corporate Center, Wilmington, Delaware,19803, United States,  (302) 477-6003,http://www.dupontcapital.com,10/14/93,2/3/15,Delaware,801-44730,129,Mary Anderson,"Secretary, Chief Compliance Officer",Valerie Sill,"President and Ceo, Chief Investment Officer, Director",Krzysztof Kowal,"Managing Director and Cio, Fixed Income"
801-65677,  Forum Asset Management LLC     ,Funds Manager, 733 Third Avenue, New York, New York,10017, United States,  (212) 599-2781,http://www.forumhedge.com,1/23/06,2/3/15,Delaware,801-65677,7,Ray Bakhramov,"Sole Owner, Principal, Chief Investment Officer",Werner Graser,Managing Director and Chief Compliance Officer,Greg Rybalov,Chief Operating Officer
801-19737,  Summit Global Management Inc.     ,Funds Manager, 9191 Towne Centre Drive, San Diego, California,92122, United States,  (858) 546-1777,http://www.summitglobal.com,9/6/83,2/3/15,Ohio,801-19737,11,John McIntyre,Managing Director &amp; Chief Financial Officer,Jeffrey Groves,Chief Compliance Officer,Matt Dickerson,Managing Director
New York,"  Centre Asset Management, LLC     ",Funds Manager, 48 Wall Street, New York, New York,10005, United States,  (212) 918-4707,http://www.centreasset.com/,3/6/06,2/3/15,1532472,New York,8,James Abate,"Managing Director/Chief Investment Officer/Chief Compliance Officer, Managing Member",Robert Roux,Director &amp; Chairman,,
801-60133,"  Conestoga Capital Advisors, LLC     ",Funds Manager, Crosspoint At Valley Forge, Wayne, Pennsylvania,19087, United States,  (484) 654-1380,http://www.conestogacapital.com,4/18/01,2/3/15,Delaware,801-60133,11,Robert Mitchell,Partner,Duane Dorazio,Partner,Michelle Patterson,Ops. Analyst
801-60455,  Emerald Research Corporation     ,Funds Manager,,,,,,,#,8/3/01,2/3/15,New Jersey,801-60455,0,Peter Lencki,President/Chief Compliance Officer,,,,
Georgia,  Caldwell &amp; Orkin Inc     ,Funds Manager, 5185 Peachtree Parkway, Norcross, Georgia,  30092-6541 , United States,  (678) 533-7850,https://www.caldwellorkin.com,7/7/82,2/3/15,862853,Georgia,6,Michael Orkin,"Sole Shareholder, Ceo, President, Treasurer, Director, Portfolio Manager",David Bockel,"Secretary, Chief Compliance Officer, Portfolio Manager",,
801-69223,"  Esposito Partners, LLC     ",Funds Manager, 300 Crescent Court, Dallas, Texas,75201, United States,  (214) 855-2150,http://www.espopartners.com,6/10/08,2/2/15,Delaware,801-69223,3,Mark Esposito,Member,James Townsend,Cfo,,
801-72593,  Merit Investment Management LLC     ,Funds Manager, 1 Righter Pkwy, Wilmington, Delaware,19803, United States,  (302) 478-4300,http://www.meritinvestmentmanagement.com,7/22/11,2/2/15,Delaware,801-72593,1,Jeremy McGraw,"Managing Member, Chief Compliance Officer",,,,
801-72510,  Zeal Asset Management Limited     ,Funds Manager," Suite 2605, Tower 1, Lippo Centre", Hong Kong,   Hong Kong,, Phone: 85236269700,,http://www.zealasset.com,7/20/11,2/2/15,Hong Kong,801-72510,19,Nga CHOI,Director &amp; Chief Investment Officer,Chun Poon,Director &amp; Portfolio Manager,Wai Ngan,Director &amp; Chief Executive Officer
801-79712,"  Fig Partners, LLC     ",Funds Manager, 1175 Peachtree St NE #2250, Atlanta, Georgia,30361, United States,  (404) 601-7200,http://www.figpartners.com,5/21/14,2/2/15,Georgia,801-79712,2,Geoffrey Hodgson,Managing Principal,Adam Desmond,Owner,Michael Godby,Owner
801-70517,  Fort Sheridan Advisors LLC     ,Funds Manager, 500 Skokie Blvd., Northbrook, Illinois,60062, United States,  (312) 257-2234,https://www.fortllc.com,9/9/09,2/2/15,Illinois,801-70517,4,Peter Karmin,Managing Member,William Ake,Chief Compliance Officer/Partner,,
801-80237,  Onewall Advisors UK LLP     ,Funds Manager, 35 Grosvenor Street, London,  W1K-4QX ,, United Kingdom,  020 3205 3350,http://www.onewalladvisors.com,9/5/14,2/2/15,United Kingdom,801-80237,5,Randy Brummette,Chief Regulatory Officer / Chief Compliance Officer,Jeffrey Brummette,Chief Investment Officer,John Meager,Partner
801-61464,  Index Investments LLC     ,Funds Manager, 970 Rittenhouse Rd, Eagleville, Pennsylvania,19403, United States,  (610) 666-8426,#,10/4/02,1/30/15,Pennsylvania,801-61464,2,Clifford Goldstein,"President, Ceo, Chief Compliance Officer",Gadi Beer,Vice President,,
801-30248,  Highland Associates Inc     ,Funds Manager, 2545 Highland Avenue, Birmingham, Alabama,35205, United States,  (205) 933-8664,http://www.highlandassoc.com,8/21/87,1/30/15,Alabama,801-30248,18,Charles Perry,Principal,William Terry,Principal,Virginia Watts,Chief Compliance Officer
801-15930,  Eaton Vance Management     ,Funds Manager, Two International Place, Boston, Massachusetts,2110, United States,  (617) 482-8260,https://www.eatonvance.com,2/20/81,1/30/15,Massachusetts,801-15930,700,Jeffrey Beale,"Chief Administrative Officer, Vice President",Thomas Faust,"Ceo, President",Paul O&#39;Neil,"Chief Compliance Officer, Vice President"
801-60656,  Fox Asset Management LLC     ,Funds Manager, 1040 Broad Street, Shrewsbury, New Jersey,7702, United States,  (732) 747-6345,https://www.foxasset.com,10/31/01,1/30/15,Delaware,801-60656,18,Gregory Greene,Co-Director,William Dodge,Co-Director,Meghann Clark,Chief Compliance Officer
801-45766,"  Timothy Partners, Ltd.     ",Funds Manager, 1055 Maitland Center Commons, Maitland, Florida,32751, United States,  (407) 644-1986,#,2/7/94,1/30/15,Florida,801-45766,14,Terry Covert,Vp/Gen. Counsel &amp; Chief Compliance Officer,,,,
801-67620,  Montibus Capital Management LLC.     ,Funds Manager, 805 SW Broadway, Portland, Oregon,97205, United States,  (503) 944-3240,http://www.montibuscap.com,3/23/07,1/30/15,Delaware,801-67620,17,Kenneth Korngiebel,Chief Investment Officer,Thomas Weisel,"Chairman, Board of Managers",Cynthia Perez,Chief Operating Officer
801-63200,  Ehrenkranz Partners L.P.     ,Funds Manager, 375 Park Ave, New York, New York,10152, United States,  (212) 891-8600,http://www.eplp.com,5/28/04,1/30/15,Delaware,801-63200,41,Sanford Ehrenkranz,Limited Partner,Amy Bermingham,Limited Partner,Andrew Sommers,Limited Partner
801-72390,"  Two Oaks Investment Management, LLC     ",Funds Manager, 7110 North Fresno Street, Fresno, California,93720, United States,  (559) 375-7500,http://www.twooaks.com,6/7/11,1/30/15,California,801-72390,2,Blake Todd,"Owner, Elected Member, Chief Executive Officer",Jarrett Perez,"Owner, Elected Member, Chief Compliance Officer",,
801-80944,"  Shearlink Capital, LLC     ",Funds Manager, 750 Lexington Avenue, New York, New York,10022, United States,  (212) 913-9525,#,2/10/15,1/30/15,Delaware,801-80944,8,Aaron Husock,Member,Vivek Mehta,"Manager, Member",Kevin Arps,Chief Compliance Officer; Chief Financial Officer
801-60673,"  Atlanta Capital Management Company, L.L.C.     ",Funds Manager, 1075 Peachtree Street NE, Atlanta, Georgia,  30309-3912 , United States,  (404) 876-9411,http://www.atlcap.com,9/30/01,1/30/15,Delaware,801-60673,47,Ray Williams,President-Chief Compliance Officer,Thomas Faust,Manager,Jeffrey Beale,Manager
801-69961,  Institutional Advisors LLC     ,Funds Manager, 1340 Broadcasting Road Suite 100, Wyomissing, Pennsylvania,19610, United States,  (877) 318-4182,http://www.institutional-advisors.com,3/4/09,1/30/15,Pennsylvania,801-69961,47,Richard Lord,Chief Financial Officer,Karen Kleffel,Chief Compliance Officer,James King,President
801-72255,  Precidian Funds LLC     ,Funds Manager, 350 Main Street, Bedminster, New Jersey,7921, United States,  (908) 781-0560,http://www.precidianfunds.com,4/8/11,1/30/15,Delaware,801-72255,4,Daniel McCabe,Chief Executive Officer,Mark Criscitello,Chief Financial Officer and Chief Compliance Officer,John Thomas,Chief Operating Officer
801-80943,"  Mauka Capital, LLC     ",Funds Manager, 6 N. Michigan Avenue, Chicago, Illinois,60602, United States,  (312) 320-0058,http://www.maukacapital.com,2/5/15,1/30/15,Delaware,801-80943,2,Nandan Shah,Founder/Managing Member/Chief Compliance Officer,Michael Falk,Founder/Chief Strategist,,
801-69597,"  IFM Investors (US) Advisor, LLC     ",Funds Manager, 114 West 47th Street, New York, New York,10036, United States,  (212) 784-2260,http://www.ifminvestors.com,10/8/08,1/30/15,Delaware,801-69597,28,Robert Montgomery,"Director of Ifm Investors (Us) Advisor, Llc, Director of Ifm Global Infrastructure (Us) Gp, Llc",Brett Himbury,"Executive Director (Manager) of Ifm Investor (Us) Advisor, Llc and Director of Ifm Global Infrastructure (Us) Gp, Llc",Peter Mordue,Chief Compliance Officer
801-74463,  Inland Institutional Capital Partners Corporation     ,Funds Manager, 2901 Butterfield Road, Oak Brook, Illinois,60523, United States,  (630) 218-8000,http://inlandinstitutional.com,3/29/12,1/30/15,Illinois,801-74463,3,Roberta Matlin,Vice President and Director,George Pandaleon,President/Director,Howard Fields,Senior Vice President
801-43127,  Boston Management and Research     ,Funds Manager, Two International Place, Boston, Massachusetts,2110, United States,  (617) 482-8260,#,1/21/93,1/30/15,Massachusetts,801-43127,700,Jeffrey Beale,"Chief Administrative Officer, Vice President",Thomas Faust,"Ceo, President",Paul O&#39;Neil,"Chief Compliance Officer, Vice President"
801-78383,"  Scoria Capital Partners, LP     ",Funds Manager, 145 Mason Street, Greenwich, Connecticut,6830, United States,  (203) 930-7953,#,9/3/13,1/30/15,Delaware,801-78383,16,Lawrence Sapanski,Limited Partner/Chief Investment Officer,Michael Sherrick,Limited Partner/Director of Research,Mark Glasberg,Limited Partner
801-79576,  Caledonia (Private) Investments pty Limited     ,Funds Manager," Level 7, Gold Fields House", Sydney,2000,, Australia,  (02) 9255 7600,http://www.caledonia.com.au,4/11/14,1/30/15,Australia,801-79576,24,Bernard Stanton,"Chief Executive Officer, Chief Compliance Officer",Mark Nelson,Executive Chairman,James Vicars,Chief Investment Officer
801-66248,  RBC Alternative Asset Management Inc.     ,Funds Manager, 1211 Avenue Of The Americas, New York, New York,  10036-8705 , United States,  (212) 703-6230,http://www.rbcaam.com,2/24/06,1/29/15,Delaware,801-66248,10,Andrew Brown,Director,Aaron Hara,Chief Investment Officer / Director,Michael Lee,President / Director
801-60824,  Investment Counselors of Maryland LLC     ,Funds Manager, 300 East Lombard Street, Baltimore, Maryland,21202, United States,  (410) 539-3838,https://www.icomd.com,11/30/01,1/29/15,Delaware,801-60824,14,William Heaphy,"Manager, Principal &amp; Chief Investment Officer",Donald Hoelting,Manager &amp; Principal,Gary Merwitz,Manager &amp; Principal
801-55731,  Knightsbridge Asset Management LLC     ,Funds Manager, 660 Newport Center Dr., Newport Beach, California,92660, United States,  (949) 644-4444,http://www.knightsb.com,7/31/98,1/29/15,California,801-55731,8,John Prichard,President &amp; Chief Investment Officer,Teresa Wagner,Chief Operating Officer &amp; Chief Compliance Officer,Miles Yourman,"Principal, Research Analyst"
801-49353,"  Scotia Institutional Asset Management US, Ltd.     ",Funds Manager, 1 Adelaide Street East, Toronto, Ontario,  M5C 2V9 , Canada,  (416) 363-9097,#,6/5/95,1/29/15,"Ontario, Canada",801-49353,12,Roxana Tavana,"Associate General Counsel &amp; Head of Legal, Global Asset Management",Robin Lacey,Director and President,Edna Chu,Chief Compliance Officer
,  Hermes BPK Limited     ,Funds Manager," Lloyds Chambers, 1 Portsoken Street", London,  E1 8HZ ,, United Kingdom,  020 7680 8056,http://www.hermesbpk.com,,,,,24,,,,,,
801-65852,  Farallon Capital Europe LLP     ,Funds Manager, Orion House, London,  WC2H 9EA ,, United Kingdom,  020 7395 7200,http://www.faralloncapital.com,2/1/06,1/28/15,United Kingdom,801-65852,19,Nicolas Giauque,Managing Member,Lars Bane,Managing Member,Michael Wall,Finance Officer
801-62384,  Black River Asset Management LLC     ,Funds Manager, 9320 Excelsior Boulevard, Hopkins, Minnesota,55343, United States,  (952) 984-3524,http://www.black-river.com,9/29/03,1/28/15,Delaware,801-62384,169,Gary Jarrett,"Managing Principal, Director",Guilherme Schmidt,Principal,Jeremy Llewelyn,Principal
801-78087,  Hep Management Corporation     ,Funds Manager, 565 Fifth Avenue, New  York, New York,  10017-2470 , United States,  (212) 981-6901,http://hepfund.com,6/10/13,1/28/15,Delaware,801-78087,7,DANIEL CAIN,Manager,DAVID TAMBURRI,Treasurer,RICHARD STOWE,President / Secretary
801-77228,  Stone Ridge Asset Management LLC     ,Funds Manager, 405 Lexington Avenue, New York, New York,10174, United States,  (212) 257-4750,http://www.stoneridgeam.com,10/10/12,1/28/15,Delaware,801-77228,29,Jane Korach,General Counsel/Chief Compliance Officer,Ross Stevens,Managing Member,Patrick Kelly,Chief Operating Officer
801-73600,"  Calvert Street Capital Partners, Inc.     ",Funds Manager, 2330 W Joppa Road, Lutherville, Maryland,21093, United States,  (443) 573-3700,http://cscp.com,3/30/12,1/28/15,Maryland,801-73600,12,Joshua Hall,"Chairman, President, Director",Thomas Cullen,"Chief Compliance Officer, Chief Financial Officer, Director",Andrew John,"Chief Administrative Officer, Director"
801-63118,"  Epoch Investment Partners, Inc.     ",Funds Manager, 399 Park Avenue, New York, New York,10022, United States,  (212) 303-7200,http://www.eipny.com,5/11/04,1/28/15,Delaware,801-63118,92,William Priest,Chief Executive Officer/Co-Chief Investment Officer,Timothy Taussig,President/Chief Operating Officer,Adam Borak,Chief Financial Officer
801-80355,  Advantage Capital Management Corporation     ,Funds Manager, 909 Poydras Street, New Orleans, Louisiana,  70112-4003 , United States,  (504) 522-4850,http://www.advantagecap.com,9/30/14,1/27/15,Louisiana,801-80355,80,Steven Stull,"President, Chief Executive Officer, Board Member and Control Through Voting Trust of Advantage Capital Management Corporation",Matthew Murphy,Vice President and Board Member of Advantage Capital Management Corporation,Michael Johnson,"Vice President, Chief Legal Officer, Chief Compliance Officer and Board Member of Advantage Capital Management Corporation"
801-4658,  Nicholas Co Inc     ,Funds Manager, 700 N Water St, Milwaukee, Wisconsin,53202, United States,  (414) 272-4650,http://www.nicholasfunds.com,1/8/68,1/27/15,Wisconsin,801-4658,19,Albert Nicholas,"Chief Executive Officer, Director, Shareholder",David Nicholas,"Chief Investment Officer, Director, Shareholder",David Johnson,Executive Vice President
801-56440,  Parthenon LLC     ,Funds Manager, 9900 Corporate Campus Dr, Louisville, Kentucky,40223, United States,  (502) 327-5660,http://www.parthenonllc.com,4/16/99,1/27/15,Kentucky,801-56440,7,Todd Lowe,"President, Chief Compliance Officer",Thomas Corea,Chief Executive Officer,John Barr,Chairman
801-70070,"  Avondale Partners, LLC     ",Funds Manager, 3102 West End Avenue, Nashville, Tennessee,37203, United States,  (615) 467-3500,http://www.avondalepartnersllc.com,4/14/09,1/27/15,Tennessee,801-70070,9,Richard Henderson,Sr. Managing Partner,Philip Krebs,Sr. Managing Partner,Stephen Riven,Sr. Managing Partner
801-72215,"  Cacti Asset Management, LLC     ",Funds Manager," 3655 Peachtree Road, Suite 101", Atlanta, Georgia,30319, United States,  (404) 869-1469,http://www.cactipartners.com,3/10/11,1/27/15,Georgia,801-72215,1,Joshua Pechter,Chief Compliance Officer,Meredith Pechter,Member,Grayson Pechter,Member
801-75074,  Aberdeen Asset  Managers Limited     ,Funds Manager, 10 Queen&#39;S Terrace, Aberdeen,  AB10 1 YG ,, United Kingdom,4.41E+11,http://www.aberdeen-asset.com,3/1/12,1/27/15,United Kingdom,801-75074,488,Andrew Laing,Director,Anne Richards,Director and Chief Executive,Christian Pittard,Director
801-23767,  Volumetric Advisers Inc     ,Funds Manager,,,,,,,#,5/15/85,1/26/15,New York,801-23767,2,Jeffrey Gibs,Chief Compliance Officer,Gabriel Gibs,"President, Direct Owner",Irene Zawitkowski,Vice President Direct Owner
801-62765,"  MCF Advisors, LLC     ",Funds Manager, 50 E Rivercenter Blvd, Covington, Kentucky,41011, United States,  (859) 392-8600,http://www.mcfadvisors.com,2/6/04,1/26/15,Kentucky,801-62765,18,David Harris,Partner,Robert Sathe,Partner,Timothy Gavin,Chief Compliance Officer (Cco)
801-49530,  Silchester International Investors LLP     ,Funds Manager," Time &amp; Life Building, 5th Floor", London,  W1J 6TL ,, United Kingdom,  020 7518 7100,http://www.silchester.com,4/28/95,1/26/15,United Kingdom,801-49530,26,Stephen Butt,Supervisory Group,Michael Cowan,Supervisory Group,Christopher Cowie,Supervisory Group
801-70705,  Geologic Resource Partners LLC     ,Funds Manager, 535 Boylston Street, Boston, Massachusetts,2116, United States,  (617) 424-9900,#,10/20/09,1/26/15,Delaware,801-70705,5,GEORGE IRELAND,Chief Investment Officer,JOHN KANELLITSAS,Chief Operating Officer/Chief Compliance Officer,Julie Siegel,Chief Financial Officer
801-79678,  Revolution Capital Management LLC     ,Funds Manager, 1400 16th Street, Denver, Colorado,80202, United States,  (720) 496-0940,http://www.revolutionfutures.com,5/19/14,1/26/15,Colorado,801-79678,6,Michael Mundt,Managing Member/Chief Compliance Officer,Theodore Olson,Managing Member,,
801-73606,"  Newlin Capital Partners, LLC     ",Funds Manager, 503 East Washington Avenue, Newtown, Pennsylvania,18940, United States,  (215) 525-2010,http://www.newlincapital.com,3/27/12,1/26/15,New Jersey,801-73606,2,Honstein Robert,Senior Managing Director; Chief Compliance Officer,Barbara Brown,Senior Managing Director,,
801-51450,  Robinson Investment Group Inc     ,Funds Manager, 5301 Virginia Way Ste 150, Brentwood, Tennessee,37027, United States,  (615) 242-3447,http://www.robinsoninvestment.com,3/15/96,1/26/15,Tennessee,801-51450,4,Russell Robinson,President/Chief Compliance Officer,Ann Roberts,Shareholder,James Loden,Shareholder
801-79639,"  Merriman Asset Management, Inc.     ",Funds Manager, 250 Montgomery Street, San Francisco, California,94104, United States,  (415) 248-5600,#,5/6/14,1/26/15,Delaware,801-79639,2,William Febbo,Chief Executive Officer and Chief Compliance Officer,,,,
